timestamp,part_id,num_serie,num_lot_prod,client,date_expedition,quantite_lot,certificat_conf
2023-10-26 08:50:33,P-Usine_A-000001,P-Usine_A-000001,L-Usine_A-202343,Airbus,2023-10-27,50,CERT-P-Usine_A-000001
2023-10-26 08:56:15,P-Usine_A-000002,P-Usine_A-000002,L-Usine_A-202343,Safran,2023-10-28,50,CERT-P-Usine_A-000002
2023-10-26 08:53:26,P-Usine_A-000005,P-Usine_A-000005,L-Usine_A-202343,Airbus,2023-10-28,50,CERT-P-Usine_A-000005
2023-10-26 08:57:39,P-Usine_A-000007,P-Usine_A-000007,L-Usine_A-202343,Safran,2023-10-27,50,CERT-P-Usine_A-000007
2023-10-26 08:58:54,P-Usine_A-000008,P-Usine_A-000008,L-Usine_A-202343,Safran,2023-10-31,50,CERT-P-Usine_A-000008
2023-10-26 08:55:00,P-Usine_A-000009,P-Usine_A-000009,L-Usine_A-202343,Safran,2023-10-28,50,CERT-P-Usine_A-000009
2023-10-26 08:55:56,P-Usine_A-000010,P-Usine_A-000010,L-Usine_A-202343,Airbus,2023-10-31,50,CERT-P-Usine_A-000010
2023-10-26 08:56:51,P-Usine_A-000011,P-Usine_A-000011,L-Usine_A-202343,Dassault,2023-10-27,50,CERT-P-Usine_A-000011
2023-10-26 09:03:46,P-Usine_A-000012,P-Usine_A-000012,L-Usine_A-202343,Dassault,2023-10-29,50,CERT-P-Usine_A-000012
2023-10-26 08:59:37,P-Usine_A-000013,P-Usine_A-000013,L-Usine_A-202343,Airbus,2023-10-28,50,CERT-P-Usine_A-000013
2023-10-26 08:59:11,P-Usine_A-000014,P-Usine_A-000014,L-Usine_A-202343,Safran,2023-10-27,50,CERT-P-Usine_A-000014
2023-10-26 09:06:57,P-Usine_A-000016,P-Usine_A-000016,L-Usine_A-202343,Safran,2023-10-28,50,CERT-P-Usine_A-000016
2023-10-26 09:04:06,P-Usine_A-000017,P-Usine_A-000017,L-Usine_A-202343,Dassault,2023-10-29,50,CERT-P-Usine_A-000017
2023-10-26 09:07:37,P-Usine_A-000018,P-Usine_A-000018,L-Usine_A-202343,999.9,2023-10-29,50,CERT-P-Usine_A-000018
2023-10-26 09:08:06,P-Usine_A-000019,P-Usine_A-000019,L-Usine_A-202343,Airbus,2023-10-27,50,CERT-P-Usine_A-000019
2023-10-26 09:09:11,P-Usine_A-000020,P-Usine_A-000020,L-Usine_A-202343,Safran,2023-10-31,50,CERT-P-Usine_A-000020
2023-10-26 09:09:21,P-Usine_A-000021,P-Usine_A-000021,L-Usine_A-202343,Dassault,2023-10-27,50,CERT-P-Usine_A-000021
2023-10-26 09:07:37,P-Usine_A-000022,P-Usine_A-000022,L-Usine_A-202343,Airbus,2023-10-29,50,CERT-P-Usine_A-000022
2023-10-26 09:17:08,P-Usine_A-000024,P-Usine_A-000024,L-Usine_A-202343,Dassault,2023-10-29,50,CERT-P-Usine_A-000024
2023-10-26 09:18:18,P-Usine_A-000026,P-Usine_A-000026,L-Usine_A-202343,Airbus,2023-10-27,50,CERT-P-Usine_A-000026
2023-10-26 09:13:33,P-Usine_A-000027,P-Usine_A-000027,L-Usine_A-202343,Dassault,2023-10-28,50,CERT-P-Usine_A-000027
2023-10-26 09:19:00,P-Usine_A-000028,P-Usine_A-000028,L-Usine_A-202343,Dassault,2023-10-29,50,CERT-P-Usine_A-000028
2023-10-26 09:14:21,P-Usine_A-000029,P-Usine_A-000029,L-Usine_A-202343,Airbus,2023-10-29,50,CERT-P-Usine_A-000029
2023-10-26 09:22:18,P-Usine_A-000030,P-Usine_A-000030,L-Usine_A-202343,Safran,2023-10-27,50,CERT-P-Usine_A-000030
2023-10-26 09:26:00,P-Usine_A-000031,P-Usine_A-000031,L-Usine_A-202343,Airbus,2023-10-27,50,CERT-P-Usine_A-000031
2023-10-26 09:23:38,P-Usine_A-000032,P-Usine_A-000032,L-Usine_A-202343,Dassault,2023-10-27,50,CERT-P-Usine_A-000032
2023-10-26 09:18:41,P-Usine_A-000033,P-Usine_A-000033,L-Usine_A-202343,Safran,2023-10-29,50,CERT-P-Usine_A-000033
2023-10-26 09:24:18,P-Usine_A-000034,P-Usine_A-000034,L-Usine_A-202343,Airbus,2023-10-30,50,CERT-P-Usine_A-000034
2023-10-26 09:27:50,P-Usine_A-000035,P-Usine_A-000035,L-Usine_A-202343,Airbus,2023-10-28,50,CERT-P-Usine_A-000035
2023-10-26 09:24:08,P-Usine_A-000036,P-Usine_A-000036,L-Usine_A-202343,Airbus,2023-10-29,50,CERT-P-Usine_A-000036
2023-10-26 09:24:05,P-Usine_A-000037,P-Usine_A-000037,L-Usine_A-202343,Dassault,2023-10-29,50,CERT-P-Usine_A-000037
2023-10-26 09:28:33,P-Usine_A-000038,P-Usine_A-000038,L-Usine_A-202343,Dassault,2023-10-30,50,CERT-P-Usine_A-000038
2023-10-26 09:28:33,P-Usine_A-000038,P-Usine_A-000038,L-Usine_A-202343,Dassault,2023-10-30,50,CERT-P-Usine_A-000038
2023-10-26 09:28:30,P-Usine_A-000040,P-Usine_A-000040,L-Usine_A-202343,Safran,2023-10-30,50,CERT-P-Usine_A-000040
2023-10-26 09:33:09,P-Usine_A-000041,P-Usine_A-000041,L-Usine_A-202343,Dassault,2023-10-27,50,CERT-P-Usine_A-000041
