timestamp,part_id,batch_id,temp_four_c,courbe_montee_ok,duree_palier_min,temps_refroidissement_min,durete_sortie_hrc,lot_four
2023-10-26 08:35:14,P-Usine_A-000001,OVEN-0001,853.3,OK,58.8,31.9,60.1,OVEN-0001
2023-10-26 08:27:53,P-Usine_A-000002,OVEN-0001,855.4,OK,61.2,30.4,57.5,OVEN-0001
2023-10-26 08:30:01,P-Usine_A-000003,OVEN-0001,848.9,OK,63.9,30.9,61.8,OVEN-0001
2023-10-26 08:38:47,P-Usine_A-000004,OVEN-0001,851.3,OK,58.2,28.6,58.2,OVEN-0001
2023-10-26 08:31:14,P-Usine_A-000005,OVEN-0001,854.8,OK,60.4,30.2,58.2,OVEN-0001
2023-10-26 08:31:47,P-Usine_A-000006,OVEN-0001,857.3,OK,62.5,30.1,61.3,OVEN-0001
2023-10-26 08:34:08,P-Usine_A-000007,OVEN-0001,846.3,OK,58.8,31.2,55.1,OVEN-0001
2023-10-26 08:39:02,P-Usine_A-000008,OVEN-0001,842.4,OK,63.9,30.0,58.3,OVEN-0001
2023-10-26 08:43:40,P-Usine_A-000009,OVEN-0001,999.9,OK,61.0,28.7,57.7,OVEN-0001
2023-10-26 08:36:36,P-Usine_A-000010,OVEN-0001,853.2,999.9,60.5,33.7,61.8,OVEN-0001
2023-10-26 08:41:34,P-Usine_A-000011,OVEN-0001,855.3,OK,61.5,32.2,56.5,OVEN-0001
2023-10-26 08:40:19,P-Usine_A-000012,OVEN-0001,848.4,OK,58.7,32.1,57.4,OVEN-0001
2023-10-26 08:38:43,P-Usine_A-000013,OVEN-0001,848.4,OK,,31.6,57.8,OVEN-0001
2023-10-26 08:46:02,P-Usine_A-000014,OVEN-0001,847.8,OK,61.9,34.1,60.4,OVEN-0001
2023-10-26 08:48:52,P-Usine_A-000015,OVEN-0001,852.2,OK,60.1,32.5,60.4,OVEN-0001
2023-10-26 08:49:42,P-Usine_A-000016,OVEN-0001,839.0,OK,60.7,30.5,59.5,OVEN-0001
2023-10-26 08:50:21,P-Usine_A-000017,OVEN-0001,847.9,OK,59.7,31.5,57.1,OVEN-0001
2023-10-26 08:47:10,P-Usine_A-000018,OVEN-0001,847.0,OK,61.5,31.0,60.6,OVEN-0001
2023-10-26 08:51:14,P-Usine_A-000019,OVEN-0001,857.3,OK,54.6,27.3,60.8,OVEN-0001
2023-10-26 08:54:38,P-Usine_A-000020,OVEN-0001,851.6,OK,61.1,33.6,57.2,OVEN-0001
2023-10-26 08:54:31,P-Usine_A-000021,OVEN-0001,854.6,OK,57.3,28.7,53.8,OVEN-0001
2023-10-26 08:54:21,P-Usine_A-000022,OVEN-0001,843.1,OK,57.6,30.5,56.6,OVEN-0001
2023-10-26 08:52:02,P-Usine_A-000023,OVEN-0001,848.9,OK,62.3,28.2,59.3,OVEN-0001
2023-10-26 08:54:41,P-Usine_A-000024,OVEN-0001,857.3,OK,66.1,31.2,61.1,OVEN-0001
2023-10-26 08:50:15,P-Usine_A-000025,OVEN-0001,848.6,OK,59.3,27.9,58.6,OVEN-0001
2023-10-26 08:57:00,P-Usine_A-000026,OVEN-0001,843.1,OK,57.9,31.8,56.8,OVEN-0001
2023-10-26 08:56:23,P-Usine_A-000027,OVEN-0001,852.9,OK,62.2,28.1,55.4,OVEN-0001
2023-10-26 08:54:04,P-Usine_A-000028,OVEN-0001,852.6,OK,59.2,27.4,56.3,OVEN-0001
2023-10-26 08:54:44,P-Usine_A-000029,OVEN-0001,848.7,OK,60.4,29.4,58.5,999.9
2023-10-26 09:00:49,P-Usine_A-000030,OVEN-0001,845.4,OK,59.9,32.3,60.3,OVEN-0001
2023-10-26 08:58:17,P-Usine_A-000031,OVEN-0001,855.9,OK,63.5,29.9,58.1,OVEN-0001
2023-10-26 09:00:13,P-Usine_A-000032,OVEN-0001,863.6,OK,64.0,33.0,58.0,OVEN-0001
2023-10-26 09:00:45,P-Usine_A-000033,OVEN-0001,846.2,OK,61.1,31.6,59.1,OVEN-0001
2023-10-26 09:02:27,P-Usine_A-000034,OVEN-0001,843.9,OK,57.5,32.0,57.0,OVEN-0001
2023-10-26 09:07:30,P-Usine_A-000035,OVEN-0001,849.0,OK,58.4,31.0,55.2,OVEN-0001
2023-10-26 09:05:39,P-Usine_A-000036,OVEN-0001,848.8,OK,62.9,34.0,59.5,OVEN-0001
2023-10-26 09:02:39,P-Usine_A-000037,OVEN-0001,843.5,OK,59.5,31.8,57.4,OVEN-0001
2023-10-26 09:04:17,P-Usine_A-000038,OVEN-0001,855.8,OK,61.4,31.4,60.2,OVEN-0001
2023-10-26 09:04:17,P-Usine_A-000038,OVEN-0001,855.8,OK,61.4,31.4,60.2,OVEN-0001
2023-10-26 09:11:52,P-Usine_A-000039,OVEN-0001,852.9,OK,57.9,33.9,59.3,OVEN-0001
2023-10-26 09:05:40,P-Usine_A-000040,OVEN-0001,857.9,OK,59.1,30.9,55.1,OVEN-0001
2023-10-26 09:15:29,P-Usine_A-000041,OVEN-0001,854.3,OK,59.0,29.5,55.5,OVEN-0001
2023-10-26 09:14:49,P-Usine_A-000042,OVEN-0001,853.0,OK,60.9,32.0,57.9,OVEN-0001
2023-10-26 09:15:14,P-Usine_A-000043,OVEN-0001,850.2,OK,57.7,30.3,59.1,OVEN-0001
2023-10-26 09:10:56,P-Usine_A-000044,OVEN-0001,843.0,OK,58.0,31.9,58.7,OVEN-0001
2023-10-26 09:09:23,P-Usine_A-000045,OVEN-0001,844.0,OK,59.1,28.0,60.9,OVEN-0001
2023-10-26 09:10:26,P-Usine_A-000046,OVEN-0001,847.6,OK,59.3,28.4,,OVEN-0001
2023-10-26 09:16:08,P-Usine_A-000047,OVEN-0001,855.6,OK,60.1,30.4,58.6,OVEN-0001
2023-10-26 09:21:10,P-Usine_A-000048,OVEN-0001,844.7,OK,58.5,30.5,55.8,OVEN-0001
2023-10-26 09:13:48,P-Usine_A-000049,OVEN-0001,847.0,OK,59.6,29.2,57.5,OVEN-0001
2023-10-26 09:18:33,P-Usine_A-000050,OVEN-0001,858.3,OK,61.8,30.2,58.3,OVEN-0001
2023-10-26 09:24:28,P-Usine_A-000051,OVEN-0002,851.9,OK,59.4,29.9,57.1,OVEN-0002
2023-10-26 09:26:04,P-Usine_A-000052,OVEN-0002,851.9,OK,62.0,30.9,58.9,OVEN-0002
2023-10-26 09:22:30,P-Usine_A-000053,OVEN-0002,852.9,OK,60.8,28.1,55.0,OVEN-0002
2023-10-26 09:28:15,P-Usine_A-000054,OVEN-0002,851.5,OK,60.7,30.9,56.4,OVEN-0002
2023-10-26 09:20:25,P-Usine_A-000055,OVEN-0002,846.6,OK,60.9,31.2,57.3,OVEN-0002
2023-10-26 09:28:55,P-Usine_A-000056,OVEN-0002,852.2,OK,59.4,30.8,54.4,OVEN-0002
2023-10-26 09:24:26,P-Usine_A-000057,OVEN-0002,850.0,OK,60.8,28.2,55.2,OVEN-0002
2023-10-26 09:26:50,P-Usine_A-000058,OVEN-0002,846.7,OK,60.5,29.8,58.4,OVEN-0002
2023-10-26 09:32:21,P-Usine_A-000059,OVEN-0002,853.9,OK,62.5,25.8,58.2,OVEN-0002
2023-10-26 09:26:56,P-Usine_A-000060,OVEN-0002,838.8,OK,58.8,27.6,57.4,OVEN-0002
2023-10-26 09:27:16,P-Usine_A-000061,OVEN-0002,853.8,OK,58.1,29.4,59.8,OVEN-0002
2023-10-26 09:28:29,P-Usine_A-000062,OVEN-0002,849.0,OK,62.4,32.2,58.2,OVEN-0002
2023-10-26 09:36:52,P-Usine_A-000063,OVEN-0002,850.2,OK,59.3,32.4,57.9,OVEN-0002
2023-10-26 09:36:01,P-Usine_A-000064,OVEN-0002,849.0,OK,57.7,30.6,62.2,OVEN-0002
2023-10-26 09:32:40,P-Usine_A-000065,OVEN-0002,850.4,OK,59.5,33.3,62.1,OVEN-0002
2023-10-26 09:40:19,P-Usine_A-000066,OVEN-0002,847.2,OK,61.2,27.2,63.1,OVEN-0002
2023-10-26 09:32:21,P-Usine_A-000067,OVEN-0002,847.5,OK,61.9,29.9,60.1,OVEN-0002
2023-10-26 09:34:30,P-Usine_A-000068,OVEN-0002,846.6,OK,60.4,29.1,59.2,OVEN-0002
2023-10-26 09:39:12,,OVEN-0002,852.5,OK,61.9,28.5,59.2,OVEN-0002
2023-10-26 09:39:48,P-Usine_A-000070,OVEN-0002,848.6,OK,62.4,29.0,61.6,OVEN-0002
2023-10-26 09:36:22,P-Usine_A-000071,OVEN-0002,853.3,OK,62.5,33.5,59.6,OVEN-0002
2023-10-26 09:44:54,P-Usine_A-000072,OVEN-0002,850.0,OK,62.5,31.7,60.5,OVEN-0002
2023-10-26 09:38:55,P-Usine_A-000073,OVEN-0002,848.2,OK,59.9,30.8,60.1,OVEN-0002
